[22Apr2025 09:08:13.125] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[22Apr2025 09:08:13.129] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1026-azure
[22Apr2025 09:08:13.341] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[22Apr2025 09:08:13.406] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/2doserver/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[22Apr2025 09:08:13.668] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/2doserver/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[22Apr2025 09:08:13.669] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/2doserver/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[22Apr2025 09:08:13.671] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/2doserver/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[22Apr2025 09:08:13.673] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/2doserver/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[22Apr2025 09:08:13.804] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 1 dependencies adding them to mods collection
[22Apr2025 09:08:15.739] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[22Apr2025 09:08:15.740] [main/ERROR] [mixin/]: Mixin config azurelib.mixins.json does not specify "minVersion" property
[22Apr2025 09:08:15.743] [main/ERROR] [mixin/]: Mixin config azurelib.forge.mixins.json does not specify "minVersion" property
[22Apr2025 09:08:15.780] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[22Apr2025 09:08:16.124] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/GameNarrator (java.lang.ClassNotFoundException: net.minecraft.client.GameNarrator)
[22Apr2025 09:08:16.124] [main/WARN] [mixin/]: @Mixin target net.minecraft.client.GameNarrator was not found ntgl.mixin.json:common.NarratorMixin
[22Apr2025 09:08:22.143] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.3.7, for MC 1.20.1 with MCP 20230612.114412
[22Apr2025 09:08:22.144] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.3.7 Initialized
[22Apr2025 09:08:22.530] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: saturnite_block
[22Apr2025 09:08:22.530] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: black_titan_block
[22Apr2025 09:08:22.531] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: uranium_block
[22Apr2025 09:08:22.532] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: ultracite_block
[22Apr2025 09:08:22.533] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: slitile
[22Apr2025 09:08:22.533] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: bluetile
[22Apr2025 09:08:22.534] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: btile
[22Apr2025 09:08:22.535] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: cyantile
[22Apr2025 09:08:22.535] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: greentile
[22Apr2025 09:08:22.536] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: magtile
[22Apr2025 09:08:22.536] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: prpltile
[22Apr2025 09:08:22.537] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: redtile
[22Apr2025 09:08:22.538] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: brown_tile
[22Apr2025 09:08:22.539] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: white_tile
[22Apr2025 09:08:22.539] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: orange_tile
[22Apr2025 09:08:22.540] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: ligthblue_tile
[22Apr2025 09:08:22.541] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: yellow_tile
[22Apr2025 09:08:22.542] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: lime_tile
[22Apr2025 09:08:22.542] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: pink_tile
[22Apr2025 09:08:22.543] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: darkgray_tile
[22Apr2025 09:08:22.544] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: gray_tile
[22Apr2025 09:08:22.545] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vttile
[22Apr2025 09:08:22.548] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: darkfloor
[22Apr2025 09:08:22.548] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: acid_dirt
[22Apr2025 09:08:22.548] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: ashdirt
[22Apr2025 09:08:22.549] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: scorched_earth
[22Apr2025 09:08:22.549] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: ash_stone
[22Apr2025 09:08:22.549] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: ash_smoker
[22Apr2025 09:08:22.550] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vaultpillar
[22Apr2025 09:08:22.551] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: crackedwhitebricks
[22Apr2025 09:08:22.552] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: whitebricks
[22Apr2025 09:08:22.556] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: smooth_brick
[22Apr2025 09:08:22.556] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: moss_whitebricks
[22Apr2025 09:08:22.556] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vaultgen_block1
[22Apr2025 09:08:22.557] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vaultgen_block2
[22Apr2025 09:08:22.557] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: tesla_block
[22Apr2025 09:08:22.558] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: tesla_column
[22Apr2025 09:08:22.559] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: red_rocket_panel
[22Apr2025 09:08:22.559] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: nuc_stat_control
[22Apr2025 09:08:22.560] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: nuc_stat_block
[22Apr2025 09:08:22.560] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: dangerfloor
[22Apr2025 09:08:22.562] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vtlattice
[22Apr2025 09:08:22.563] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: crkbrick_pipe
[22Apr2025 09:08:22.564] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: crkbrick_vent
[22Apr2025 09:08:22.566] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vtarmor
[22Apr2025 09:08:22.566] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: blacksteel
[22Apr2025 09:08:22.566] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: powerblock
[22Apr2025 09:08:22.567] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: shelterfloor
[22Apr2025 09:08:22.569] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: blacksteel2
[22Apr2025 09:08:22.569] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: redsteel
[22Apr2025 09:08:22.569] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: scrapmetall
[22Apr2025 09:08:22.570] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rusttiresblock
[22Apr2025 09:08:22.570] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: yellow_steel
[22Apr2025 09:08:22.573] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: yellow_steel_column
[22Apr2025 09:08:22.574] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rustedredsteel
[22Apr2025 09:08:22.574] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rustedgreensteel
[22Apr2025 09:08:22.575] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: platedgreensteel
[22Apr2025 09:08:22.576] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: greensteel
[22Apr2025 09:08:22.576] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: whitesteel
[22Apr2025 09:08:22.577] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: whitesteel_column
[22Apr2025 09:08:22.578] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: bluesteel
[22Apr2025 09:08:22.580] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: deadwood_planks_slab
[22Apr2025 09:08:22.580] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: cranberry_planks_slab
[22Apr2025 09:08:22.582] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: redsteel_slab
[22Apr2025 09:08:22.583] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: greensteel_slab
[22Apr2025 09:08:22.583] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: whitesteel_slab
[22Apr2025 09:08:22.583] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: blacksteel_slab
[22Apr2025 09:08:22.584] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: whitebricks_slab
[22Apr2025 09:08:22.585] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: blacksteel_stairs
[22Apr2025 09:08:22.585] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: deadwood_planks_stairs
[22Apr2025 09:08:22.589] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: cranberry_planks_stairs
[22Apr2025 09:08:22.589] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: whitebricks_stairs
[22Apr2025 09:08:22.589] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: crackedwhitebricks_stairs
[22Apr2025 09:08:22.589] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: moss_whitebricks_stairs
[22Apr2025 09:08:22.590] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: tablevt
[22Apr2025 09:08:22.590] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: writtingdesk1
[22Apr2025 09:08:22.590] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: writtingdesk2
[22Apr2025 09:08:22.591] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: writtingdesk3
[22Apr2025 09:08:22.591] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vtdinner_chair
[22Apr2025 09:08:22.591] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: office_chair
[22Apr2025 09:08:22.593] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: tech_chair
[22Apr2025 09:08:22.598] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: shower_tap
[22Apr2025 09:08:22.598] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: table_lamp
[22Apr2025 09:08:22.599] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: goldtoilet
[22Apr2025 09:08:22.602] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: toilet
[22Apr2025 09:08:22.602] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: army_theatre_chair
[22Apr2025 09:08:22.602] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: shelter_lamp
[22Apr2025 09:08:22.602] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: washbasin
[22Apr2025 09:08:22.603] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: bath_table
[22Apr2025 09:08:22.603] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: steel_shelf
[22Apr2025 09:08:22.603] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: ind_button
[22Apr2025 09:08:22.604] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: redlight
[22Apr2025 09:08:22.604] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: cryocapsule
[22Apr2025 09:08:22.605] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: cryocapsuleact
[22Apr2025 09:08:22.606] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: opencryocapsule
[22Apr2025 09:08:22.607] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rusty_pipe
[22Apr2025 09:08:22.607] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vent_tube
[22Apr2025 09:08:22.608] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: storage1
[22Apr2025 09:08:22.608] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: medic_storage
[22Apr2025 09:08:22.608] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vtcrate1
[22Apr2025 09:08:22.609] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vtcrate2
[22Apr2025 09:08:22.609] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: woodcrate
[22Apr2025 09:08:22.610] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: armedglass
[22Apr2025 09:08:22.610] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: steel_bars
[22Apr2025 09:08:22.611] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: rusty_steel_bars
[22Apr2025 09:08:22.611] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: shelter_bars
[22Apr2025 09:08:22.611] [modloading-worker-0/INFO] [com.nukateam.nukacraft.NukaCraft/]: Registered block: vault_blast_door
